TIME,GEO,VEHICLE,UNIT,Value
2003,Italy,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,16.6
2003,Italy,Trains,Percentage,5.5
2003,Italy,Passenger cars,Percentage,83.4
2003,Italy,"Motor coaches, buses and trolley buses",Percentage,11.1
2003,Cyprus,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,23.6
2003,Cyprus,Passenger cars,Percentage,76.4
2003,Cyprus,"Motor coaches, buses and trolley buses",Percentage,23.6
2003,Latvia,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,24.3
2003,Latvia,Trains,Percentage,4.8
2003,Latvia,Passenger cars,Percentage,75.7
2003,Latvia,"Motor coaches, buses and trolley buses",Percentage,19.4
2003,Lithuania,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,15
2003,Lithuania,Trains,Percentage,1.9
2003,Lithuania,Passenger cars,Percentage,85
2003,Lithuania,"Motor coaches, buses and trolley buses",Percentage,13.1
2003,Luxembourg,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,14.3
2003,Luxembourg,Trains,Percentage,3.7
2003,Luxembourg,Passenger cars,Percentage,85.7
2003,Luxembourg,"Motor coaches, buses and trolley buses",Percentage,10.6
2003,Hungary,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,37.9
2003,Hungary,Trains,Percentage,13.4
2003,Hungary,Passenger cars,Percentage,62.1
2003,Hungary,"Motor coaches, buses and trolley buses",Percentage,24.5
2003,Malta,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,20.5
2003,Malta,Passenger cars,Percentage,79.5
2003,Malta,"Motor coaches, buses and trolley buses",Percentage,20.5
2003,Netherlands,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,12.6
2003,Netherlands,Trains,Percentage,8.7
2003,Netherlands,Passenger cars,Percentage,87.4
2003,Netherlands,"Motor coaches, buses and trolley buses",Percentage,3.9
2003,Austria,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,20.5
2003,Austria,Trains,Percentage,9.5
2003,Austria,Passenger cars,Percentage,79.5
2003,Austria,"Motor coaches, buses and trolley buses",Percentage,10.9
2003,Poland,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,29.2
2003,Poland,Trains,Percentage,8.1
2003,Poland,Passenger cars,Percentage,70.8
2003,Poland,"Motor coaches, buses and trolley buses",Percentage,21.2
2003,Portugal,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,14.9
2003,Portugal,Trains,Percentage,3.9
2003,Portugal,Passenger cars,Percentage,85.1
2003,Portugal,"Motor coaches, buses and trolley buses",Percentage,11
2003,Romania,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,24.3
2003,Romania,Trains,Percentage,11.5
2003,Romania,Passenger cars,Percentage,75.7
2003,Romania,"Motor coaches, buses and trolley buses",Percentage,12.8
2003,Slovenia,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,16.5
2003,Slovenia,Trains,Percentage,3
2003,Slovenia,Passenger cars,Percentage,83.5
2003,Slovenia,"Motor coaches, buses and trolley buses",Percentage,13.5
2003,Slovakia,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,31.2
2003,Slovakia,Trains,Percentage,6.3
2003,Slovakia,Passenger cars,Percentage,68.8
2003,Slovakia,"Motor coaches, buses and trolley buses",Percentage,24.8
2003,Finland,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,15.6
2003,Finland,Trains,Percentage,4.7
2003,Finland,Passenger cars,Percentage,84.4
2003,Finland,"Motor coaches, buses and trolley buses",Percentage,10.9
2003,Sweden,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,14.5
2003,Sweden,Trains,Percentage,7.1
2003,Sweden,Passenger cars,Percentage,85.5
2003,Sweden,"Motor coaches, buses and trolley buses",Percentage,7.3
2003,United Kingdom,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,11.5
2003,United Kingdom,Trains,Percentage,5.4
2003,United Kingdom,Passenger cars,Percentage,88.5
2003,United Kingdom,"Motor coaches, buses and trolley buses",Percentage,6.1
2003,Iceland,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,11.4
2003,Iceland,Passenger cars,Percentage,88.6
2003,Iceland,"Motor coaches, buses and trolley buses",Percentage,11.4
2003,Norway,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,11.1
2003,Norway,Trains,Percentage,4.1
2003,Norway,Passenger cars,Percentage,88.9
2003,Norway,"Motor coaches, buses and trolley buses",Percentage,7
2003,Switzerland,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,20.2
2003,Switzerland,Trains,Percentage,15
2003,Switzerland,Passenger cars,Percentage,79.8
2003,Switzerland,"Motor coaches, buses and trolley buses",Percentage,5.2
2003,North Macedonia,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,21.2
2003,North Macedonia,Trains,Percentage,1.7
2003,North Macedonia,Passenger cars,Percentage,78.8
2003,North Macedonia,"Motor coaches, buses and trolley buses",Percentage,19.5
2003,Turkey,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,50.8
2003,Turkey,Trains,Percentage,3.4
2003,Turkey,Passenger cars,Percentage,49.2
2003,Turkey,"Motor coaches, buses and trolley buses",Percentage,47.4
2004,European Union - 28 countries,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,16.5
2004,European Union - 28 countries,Trains,Percentage,6.7
2004,European Union - 28 countries,Passenger cars,Percentage,83.5
2004,European Union - 28 countries,"Motor coaches, buses and trolley buses",Percentage,9.7
2004,Belgium,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,20.4
2004,Belgium,Trains,Percentage,7.1
2004,Belgium,Passenger cars,Percentage,79.6
2004,Belgium,"Motor coaches, buses and trolley buses",Percentage,13.2
2004,Bulgaria,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,30.2
2004,Bulgaria,Trains,Percentage,5.1
2004,Bulgaria,Passenger cars,Percentage,69.8
2004,Bulgaria,"Motor coaches, buses and trolley buses",Percentage,25
2004,Czechia,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,23.4
2004,Czechia,Trains,Percentage,7.5
2004,Czechia,Passenger cars,Percentage,76.6
2004,Czechia,"Motor coaches, buses and trolley buses",Percentage,16
2004,Denmark,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,20.7
2004,Denmark,Trains,Percentage,9.3
2004,Denmark,Passenger cars,Percentage,79.3
2004,Denmark,"Motor coaches, buses and trolley buses",Percentage,11.4
2004,Germany (until 1990 former territory of the FRG),"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,14.2
2004,Germany (until 1990 former territory of the FRG),Trains,Percentage,7.5
2004,Germany (until 1990 former territory of the FRG),Passenger cars,Percentage,85.8
2004,Germany (until 1990 former territory of the FRG),"Motor coaches, buses and trolley buses",Percentage,6.7
2004,Estonia,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,27.1
2004,Estonia,Trains,Percentage,1.8
2004,Estonia,Passenger cars,Percentage,72.9
2004,Estonia,"Motor coaches, buses and trolley buses",Percentage,25.3
2004,Ireland,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,18.1
2004,Ireland,Trains,Percentage,3
2004,Ireland,Passenger cars,Percentage,81.9
2004,Ireland,"Motor coaches, buses and trolley buses",Percentage,15.1
2004,Greece,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,22.5
2004,Greece,Trains,Percentage,1.6
2004,Greece,Passenger cars,Percentage,77.5
2004,Greece,"Motor coaches, buses and trolley buses",Percentage,20.9
2004,Spain,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,18.3
2004,Spain,Trains,Percentage,5
2004,Spain,Passenger cars,Percentage,81.7
2004,Spain,"Motor coaches, buses and trolley buses",Percentage,13.2
2004,France,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,13.8
2004,France,Trains,Percentage,8.7
2004,France,Passenger cars,Percentage,86.2
2004,France,"Motor coaches, buses and trolley buses",Percentage,5.1
2004,Croatia,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,16.2
2004,Croatia,Trains,Percentage,4.2
2004,Croatia,Passenger cars,Percentage,83.8
2004,Croatia,"Motor coaches, buses and trolley buses",Percentage,12.1
2004,Italy,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,16.6
2004,Italy,Trains,Percentage,5.5
2004,Italy,Passenger cars,Percentage,83.4
2004,Italy,"Motor coaches, buses and trolley buses",Percentage,11.1
2004,Cyprus,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,21.2
2004,Cyprus,Passenger cars,Percentage,78.8
2004,Cyprus,"Motor coaches, buses and trolley buses",Percentage,21.2
2004,Latvia,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,26.2
2004,Latvia,Trains,Percentage,5.2
2004,Latvia,Passenger cars,Percentage,73.8
2004,Latvia,"Motor coaches, buses and trolley buses",Percentage,21.1
2004,Lithuania,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,13.4
2004,Lithuania,Trains,Percentage,1.5
2004,Lithuania,Passenger cars,Percentage,86.6
2004,Lithuania,"Motor coaches, buses and trolley buses",Percentage,11.9
2004,Luxembourg,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,14.4
2004,Luxembourg,Trains,Percentage,3.6
2004,Luxembourg,Passenger cars,Percentage,85.6
2004,Luxembourg,"Motor coaches, buses and trolley buses",Percentage,10.8
2004,Hungary,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,36.8
2004,Hungary,Trains,Percentage,13.4
2004,Hungary,Passenger cars,Percentage,63.2
2004,Hungary,"Motor coaches, buses and trolley buses",Percentage,23.4
2004,Malta,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,20.4
2004,Malta,Passenger cars,Percentage,79.6
2004,Malta,"Motor coaches, buses and trolley buses",Percentage,20.4
2004,Netherlands,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,12.3
2004,Netherlands,Trains,Percentage,8.4
2004,Netherlands,Passenger cars,Percentage,87.7
2004,Netherlands,"Motor coaches, buses and trolley buses",Percentage,3.9
2004,Austria,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,20.4
2004,Austria,Trains,Percentage,9.5
2004,Austria,Passenger cars,Percentage,79.6
2004,Austria,"Motor coaches, buses and trolley buses",Percentage,11
2004,Poland,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,27.7
2004,Poland,Trains,Percentage,7.3
2004,Poland,Passenger cars,Percentage,72.3
2004,Poland,"Motor coaches, buses and trolley buses",Percentage,20.4
2004,Portugal,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,14.9
2004,Portugal,Trains,Percentage,3.8
2004,Portugal,Passenger cars,Percentage,85.1
2004,Portugal,"Motor coaches, buses and trolley buses",Percentage,11.1
2004,Romania,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,23.8
2004,Romania,Trains,Percentage,11.4
2004,Romania,Passenger cars,Percentage,76.2
2004,Romania,"Motor coaches, buses and trolley buses",Percentage,12.4
2004,Slovenia,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,15.1
2004,Slovenia,Trains,Percentage,2.7
2004,Slovenia,Passenger cars,Percentage,84.9
2004,Slovenia,"Motor coaches, buses and trolley buses",Percentage,12.4
2004,Slovakia,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,32.2
2004,Slovakia,Trains,Percentage,6
2004,Slovakia,Passenger cars,Percentage,67.8
2004,Slovakia,"Motor coaches, buses and trolley buses",Percentage,26.2
2004,Finland,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,15.2
2004,Finland,Trains,Percentage,4.7
2004,Finland,Passenger cars,Percentage,84.8
2004,Finland,"Motor coaches, buses and trolley buses",Percentage,10.6
2004,Sweden,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,14.1
2004,Sweden,Trains,Percentage,6.9
2004,Sweden,Passenger cars,Percentage,85.9
2004,Sweden,"Motor coaches, buses and trolley buses",Percentage,7.1
2004,United Kingdom,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,11.3
2004,United Kingdom,Trains,Percentage,5.7
2004,United Kingdom,Passenger cars,Percentage,88.7
2004,United Kingdom,"Motor coaches, buses and trolley buses",Percentage,5.6
2004,Iceland,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,11.4
2004,Iceland,Passenger cars,Percentage,88.6
2004,Iceland,"Motor coaches, buses and trolley buses",Percentage,11.4
2004,Norway,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,11.2
2004,Norway,Trains,Percentage,4.3
2004,Norway,Passenger cars,Percentage,88.8
2004,Norway,"Motor coaches, buses and trolley buses",Percentage,6.9
2004,Switzerland,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,20.4
2004,Switzerland,Trains,Percentage,15.3
2004,Switzerland,Passenger cars,Percentage,79.6
2004,Switzerland,"Motor coaches, buses and trolley buses",Percentage,5.2
2004,North Macedonia,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,21.5
2004,North Macedonia,Trains,Percentage,1.7
2004,North Macedonia,Passenger cars,Percentage,78.5
2004,North Macedonia,"Motor coaches, buses and trolley buses",Percentage,19.8
2004,Turkey,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,48.7
2004,Turkey,Trains,Percentage,2.8
2004,Turkey,Passenger cars,Percentage,51.3
2004,Turkey,"Motor coaches, buses and trolley buses",Percentage,45.9
2005,European Union - 28 countries,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,16.6
2005,European Union - 28 countries,Trains,Percentage,6.9
2005,European Union - 28 countries,Passenger cars,Percentage,83.4
2005,European Union - 28 countries,"Motor coaches, buses and trolley buses",Percentage,9.8
2005,Belgium,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,20.2
2005,Belgium,Trains,Percentage,6.6
2005,Belgium,Passenger cars,Percentage,79.8
2005,Belgium,"Motor coaches, buses and trolley buses",Percentage,13.6
2005,Bulgaria,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,29.1
2005,Bulgaria,Trains,Percentage,4.8
2005,Bulgaria,Passenger cars,Percentage,70.9
2005,Bulgaria,"Motor coaches, buses and trolley buses",Percentage,24.3
2005,Czechia,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,24.5
2005,Czechia,Trains,Percentage,7.3
2005,Czechia,Passenger cars,Percentage,75.5
2005,Czechia,"Motor coaches, buses and trolley buses",Percentage,17.2
2005,Denmark,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,20.9
2005,Denmark,Trains,Percentage,9.5
2005,Denmark,Passenger cars,Percentage,79.1
2005,Denmark,"Motor coaches, buses and trolley buses",Percentage,11.4
2005,Germany (until 1990 former territory of the FRG),"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,14.2
2005,Germany (until 1990 former territory of the FRG),Trains,Percentage,7.5
2005,Germany (until 1990 former territory of the FRG),Passenger cars,Percentage,85.8
2005,Germany (until 1990 former territory of the FRG),"Motor coaches, buses and trolley buses",Percentage,6.7
2005,Estonia,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,24.3
2005,Estonia,Trains,Percentage,1.9
2005,Estonia,Passenger cars,Percentage,75.7
2005,Estonia,"Motor coaches, buses and trolley buses",Percentage,22.4
2005,Ireland,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,17.9
2005,Ireland,Trains,Percentage,3.3
2005,Ireland,Passenger cars,Percentage,82.1
2005,Ireland,"Motor coaches, buses and trolley buses",Percentage,14.6
2005,Greece,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,21.7
2005,Greece,Trains,Percentage,1.7
2005,Greece,Passenger cars,Percentage,78.3
2005,Greece,"Motor coaches, buses and trolley buses",Percentage,20
2005,Spain,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,18
2005,Spain,Trains,Percentage,5.1
2005,Spain,Passenger cars,Percentage,82
2005,Spain,"Motor coaches, buses and trolley buses",Percentage,12.9
2005,France,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,14.2
2005,France,Trains,Percentage,9.1
2005,France,Passenger cars,Percentage,85.8
2005,France,"Motor coaches, buses and trolley buses",Percentage,5.2
2005,Croatia,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,16.2
2005,Croatia,Trains,Percentage,4.3
2005,Croatia,Passenger cars,Percentage,83.8
2005,Croatia,"Motor coaches, buses and trolley buses",Percentage,11.9
2005,Italy,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,18.2
2005,Italy,Trains,Percentage,6
2005,Italy,Passenger cars,Percentage,81.8
2005,Italy,"Motor coaches, buses and trolley buses",Percentage,12.2
2005,Cyprus,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,20.8
2005,Cyprus,Passenger cars,Percentage,79.2
2005,Cyprus,"Motor coaches, buses and trolley buses",Percentage,20.8
2005,Latvia,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,26.5
2005,Latvia,Trains,Percentage,5.4
2005,Latvia,Passenger cars,Percentage,73.5
2005,Latvia,"Motor coaches, buses and trolley buses",Percentage,21.1
2005,Lithuania,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,10.2
2005,Lithuania,Trains,Percentage,0.7
2005,Lithuania,Passenger cars,Percentage,89.8
2005,Lithuania,"Motor coaches, buses and trolley buses",Percentage,9.5
2005,Luxembourg,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,14.5
2005,Luxembourg,Trains,Percentage,3.6
2005,Luxembourg,Passenger cars,Percentage,85.5
2005,Luxembourg,"Motor coaches, buses and trolley buses",Percentage,10.9
2005,Hungary,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,35.8
2005,Hungary,Trains,Percentage,12.6
2005,Hungary,Passenger cars,Percentage,64.2
2005,Hungary,"Motor coaches, buses and trolley buses",Percentage,23.2
2005,Malta,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,19.7
2005,Malta,Passenger cars,Percentage,80.3
2005,Malta,"Motor coaches, buses and trolley buses",Percentage,19.7
2005,Netherlands,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,12.7
2005,Netherlands,Trains,Percentage,8.9
2005,Netherlands,Passenger cars,Percentage,87.3
2005,Netherlands,"Motor coaches, buses and trolley buses",Percentage,3.8
2005,Austria,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,20.3
2005,Austria,Trains,Percentage,9.8
2005,Austria,Passenger cars,Percentage,79.7
2005,Austria,"Motor coaches, buses and trolley buses",Percentage,10.5
2005,Poland,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,25.4
2005,Poland,Trains,Percentage,6.8
2005,Poland,Passenger cars,Percentage,74.6
2005,Poland,"Motor coaches, buses and trolley buses",Percentage,18.6
2005,Portugal,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,10.7
2005,Portugal,Trains,Percentage,4
2005,Portugal,Passenger cars,Percentage,89.3
2005,Portugal,"Motor coaches, buses and trolley buses",Percentage,6.7
2005,Romania,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,24.5
2005,Romania,Trains,Percentage,9.9
2005,Romania,Passenger cars,Percentage,75.5
2005,Romania,"Motor coaches, buses and trolley buses",Percentage,14.6
2005,Slovenia,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,14.4
2005,Slovenia,Trains,Percentage,2.7
2005,Slovenia,Passenger cars,Percentage,85.6
2005,Slovenia,"Motor coaches, buses and trolley buses",Percentage,11.6
2005,Slovakia,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,30.6
2005,Slovakia,Trains,Percentage,5.9
2005,Slovakia,Passenger cars,Percentage,69.4
2005,Slovakia,"Motor coaches, buses and trolley buses",Percentage,24.8
2005,Finland,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,15.1
2005,Finland,Trains,Percentage,4.8
2005,Finland,Passenger cars,Percentage,84.9
2005,Finland,"Motor coaches, buses and trolley buses",Percentage,10.3
2005,Sweden,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,14.1
2005,Sweden,Trains,Percentage,7.1
2005,Sweden,Passenger cars,Percentage,85.9
2005,Sweden,"Motor coaches, buses and trolley buses",Percentage,7
2005,United Kingdom,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,11.7
2005,United Kingdom,Trains,Percentage,5.9
2005,United Kingdom,Passenger cars,Percentage,88.3
2005,United Kingdom,"Motor coaches, buses and trolley buses",Percentage,5.8
2005,Iceland,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,11.4
2005,Iceland,Passenger cars,Percentage,88.6
2005,Iceland,"Motor coaches, buses and trolley buses",Percentage,11.4
2005,Norway,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,11.5
2005,Norway,Trains,Percentage,4.5
2005,Norway,Passenger cars,Percentage,88.5
2005,Norway,"Motor coaches, buses and trolley buses",Percentage,7.1
2005,Switzerland,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,21.6
2005,Switzerland,Trains,Percentage,16.3
2005,Switzerland,Passenger cars,Percentage,78.4
2005,Switzerland,"Motor coaches, buses and trolley buses",Percentage,5.3
2005,North Macedonia,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,20.8
2005,North Macedonia,Trains,Percentage,1.7
2005,North Macedonia,Passenger cars,Percentage,79.2
2005,North Macedonia,"Motor coaches, buses and trolley buses",Percentage,19.1
2005,Turkey,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,47.7
2005,Turkey,Trains,Percentage,2.6
2005,Turkey,Passenger cars,Percentage,52.3
2005,Turkey,"Motor coaches, buses and trolley buses",Percentage,45
2006,European Union - 28 countries,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,16.6
2006,European Union - 28 countries,Trains,Percentage,7
2006,European Union - 28 countries,Passenger cars,Percentage,83.4
2006,European Union - 28 countries,"Motor coaches, buses and trolley buses",Percentage,9.6
2006,Belgium,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,20.8
2006,Belgium,Trains,Percentage,6.9
2006,Belgium,Passenger cars,Percentage,79.2
2006,Belgium,"Motor coaches, buses and trolley buses",Percentage,13.9
2006,Bulgaria,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,27.4
2006,Bulgaria,Trains,Percentage,4.7
2006,Bulgaria,Passenger cars,Percentage,72.6
2006,Bulgaria,"Motor coaches, buses and trolley buses",Percentage,22.7
2006,Czechia,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,24.8
2006,Czechia,Trains,Percentage,7.5
2006,Czechia,Passenger cars,Percentage,75.2
2006,Czechia,"Motor coaches, buses and trolley buses",Percentage,17.3
2006,Denmark,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,20.9
2006,Denmark,Trains,Percentage,9.7
2006,Denmark,Passenger cars,Percentage,79.1
2006,Denmark,"Motor coaches, buses and trolley buses",Percentage,11.2
2006,Germany (until 1990 former territory of the FRG),"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,14.4
2006,Germany (until 1990 former territory of the FRG),Trains,Percentage,7.8
2006,Germany (until 1990 former territory of the FRG),Passenger cars,Percentage,85.6
2006,Germany (until 1990 former territory of the FRG),"Motor coaches, buses and trolley buses",Percentage,6.6
2006,Estonia,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,22
2006,Estonia,Trains,Percentage,2
2006,Estonia,Passenger cars,Percentage,78
2006,Estonia,"Motor coaches, buses and trolley buses",Percentage,19.9
2006,Ireland,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,17.7
2006,Ireland,Trains,Percentage,3.3
2006,Ireland,Passenger cars,Percentage,82.3
2006,Ireland,"Motor coaches, buses and trolley buses",Percentage,14.4
2006,Greece,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,20.8
2006,Greece,Trains,Percentage,1.6
2006,Greece,Passenger cars,Percentage,79.2
2006,Greece,"Motor coaches, buses and trolley buses",Percentage,19.2
2006,Spain,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,17.2
2006,Spain,Trains,Percentage,5.2
2006,Spain,Passenger cars,Percentage,82.8
2006,Spain,"Motor coaches, buses and trolley buses",Percentage,12
2006,France,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,14.7
2006,France,Trains,Percentage,9.4
2006,France,Passenger cars,Percentage,85.3
2006,France,"Motor coaches, buses and trolley buses",Percentage,5.3
2006,Croatia,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,16.3
2006,Croatia,Trains,Percentage,4.4
2006,Croatia,Passenger cars,Percentage,83.7
2006,Croatia,"Motor coaches, buses and trolley buses",Percentage,11.8
2006,Italy,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,18.5
2006,Italy,Trains,Percentage,6.1
2006,Italy,Passenger cars,Percentage,81.5
2006,Italy,"Motor coaches, buses and trolley buses",Percentage,12.4
2006,Cyprus,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,20.4
2006,Cyprus,Passenger cars,Percentage,79.6
2006,Cyprus,"Motor coaches, buses and trolley buses",Percentage,20.4
2006,Latvia,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,23.4
2006,Latvia,Trains,Percentage,5.4
2006,Latvia,Passenger cars,Percentage,76.6
2006,Latvia,"Motor coaches, buses and trolley buses",Percentage,18
2006,Lithuania,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,8.6
2006,Lithuania,Trains,Percentage,0.6
2006,Lithuania,Passenger cars,Percentage,91.4
2006,Lithuania,"Motor coaches, buses and trolley buses",Percentage,8
2006,Luxembourg,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,14.7
2006,Luxembourg,Trains,Percentage,3.9
2006,Luxembourg,Passenger cars,Percentage,85.3
2006,Luxembourg,"Motor coaches, buses and trolley buses",Percentage,10.8
2006,Hungary,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,34.4
2006,Hungary,Trains,Percentage,11.9
2006,Hungary,Passenger cars,Percentage,65.6
2006,Hungary,"Motor coaches, buses and trolley buses",Percentage,22.5
2006,Malta,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,19.6
2006,Malta,Passenger cars,Percentage,80.4
2006,Malta,"Motor coaches, buses and trolley buses",Percentage,19.6
2006,Netherlands,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,12.8
2006,Netherlands,Trains,Percentage,9.4
2006,Netherlands,Passenger cars,Percentage,87.2
2006,Netherlands,"Motor coaches, buses and trolley buses",Percentage,3.5
2006,Austria,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,20.4
2006,Austria,Trains,Percentage,10
2006,Austria,Passenger cars,Percentage,79.6
2006,Austria,"Motor coaches, buses and trolley buses",Percentage,10.4
2006,Poland,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,23.4
2006,Poland,Trains,Percentage,6.4
2006,Poland,Passenger cars,Percentage,76.6
2006,Poland,"Motor coaches, buses and trolley buses",Percentage,17
2006,Portugal,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,10.4
2006,Portugal,Trains,Percentage,4
2006,Portugal,Passenger cars,Percentage,89.6
2006,Portugal,"Motor coaches, buses and trolley buses",Percentage,6.3
2006,Romania,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,23.6
2006,Romania,Trains,Percentage,9.6
2006,Romania,Passenger cars,Percentage,76.4
2006,Romania,"Motor coaches, buses and trolley buses",Percentage,14
2006,Slovenia,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,14.4
2006,Slovenia,Trains,Percentage,2.7
2006,Slovenia,Passenger cars,Percentage,85.6
